ep,avg_step,min_step,max_step,avg_rew,min_rew,max_rew,epsilon,action,rolling_averages_eps,rolling_averages
6450,10.353333333333333,1,21,1.1381,0.1309,2.0,0.787509583653,3.70666666667,191,0.817221333333
6600,10.253333333333334,1,21,1.142592,0.1309,2.0,0.78250941698,3.78666666667,192,0.829682
6750,10.82,1,21,1.11093733333,0.1309,2.0,0.777509250308,3.37333333333,193,0.841996
6900,10.106666666666667,1,21,1.13984333333,0.1309,2.0,0.772509083636,3.28,194,0.829948666667
7050,10.353333333333333,1,21,1.17240666667,0.1309,2.0,0.767508916964,3.48,195,0.829948666667
7200,10.133333333333333,1,21,1.172184,0.1309,2.0,0.762508750292,3.10666666667,196,0.829535333333
7350,11.093333333333334,1,21,1.091746,0.1309,2.0,0.757508583619,3.18666666667,197,0.829535333333
7500,10.153333333333334,1,21,1.13068933333,0.1309,2.0,0.752508416947,3.09333333333,198,0.829948666667
7650,9.533333333333333,1,21,1.18910666667,0.1309,2.0,0.747508250275,3.1,199,0.817488
7800,9.48,1,21,1.218584,0.1309,2.0,0.742508083603,3.15333333333,200,0.811694
7950,10.253333333333334,1,21,1.171018,0.1309,2.0,0.73750791693,3.22666666667,201,0.799646666667
8100,9.893333333333333,1,21,1.16326666667,0.1309,2.0,0.732507750258,2.93333333333,202,0.799646666667
8250,11.306666666666667,1,21,1.060432,0.1309,2.0,0.727507583586,3.56666666667,203,0.79298
8400,9.84,1,21,1.21240466667,0.1309,2.0,0.722507416914,3.61333333333,204,0.787186
8550,8.946666666666667,1,21,1.25460733333,0.1309,2.0,0.717507250242,3.44666666667,205,0.792833333333
8700,10.093333333333334,1,21,1.20167,0.1309,2.0,0.712507083569,3.45333333333,206,0.7995
8850,9.34,1,21,1.205012,0.1309,2.0,0.707506916897,3.34,207,0.7995
9000,9.04,1,21,1.23160466667,0.1309,2.0,0.702506750225,3.13333333333,208,0.793706
9150,9.913333333333334,1,21,1.22813333333,0.1309,2.0,0.697506583553,3.73333333333,209,0.794119333333
9300,8.86,1,21,1.23584933333,0.1309,2.0,0.69250641688,3.68666666667,210,0.80658
9450,8.466666666666667,1,21,1.30221733333,0.1309,2.0,0.687506250208,3.18666666667,211,0.80658
9600,7.8,1,21,1.30386,0.1309,2.0,0.682506083536,3.00666666667,212,0.80658
9750,8.733333333333333,1,21,1.21681,0.1309,2.0,0.677505916864,3.09333333333,213,0.80658
9900,9.033333333333333,1,21,1.22677133333,0.1309,2.0,0.672505750191,3.08666666667,214,0.80658
10050,8.5,1,21,1.24607533333,0.1309,2.0,0.667505583519,3.07333333333,215,0.799913333333
10200,8.713333333333333,1,21,1.29714933333,0.1309,2.0,0.662505416847,3.09333333333,216,0.80018
10350,8.986666666666666,1,21,1.27672,0.1309,2.0,0.657505250175,2.92666666667,217,0.805974
10500,8.566666666666666,1,21,1.29725,0.1309,2.0,0.652505083503,3.54666666667,218,0.818434666667
10650,7.613333333333333,1,21,1.37658733333,0.1309,2.0,0.64750491683,2.73333333333,219,0.812640666667
10800,7.673333333333333,1,21,1.35203333333,0.1309,2.0,0.642504750158,2.76666666667,220,0.819307333333
10950,8.306666666666667,1,21,1.31627666667,0.1309,2.0,0.637504583486,2.8,221,0.813513333333
11100,7.613333333333333,1,21,1.33920533333,0.1309,2.0,0.632504416814,3.46,222,0.813513333333
11250,7.94,1,21,1.33263933333,0.1309,2.0,0.627504250141,2.78666666667,223,0.813513333333
11400,7.733333333333333,1,21,1.347718,0.1309,2.0,0.622504083469,2.72,224,0.818894
11550,7.506666666666667,1,21,1.395448,0.1309,2.0,0.617503916797,2.26,225,0.806846666667
11700,7.506666666666667,1,21,1.35935,0.1309,2.0,0.612503750125,2.72,226,0.806846666667
11850,7.58,1,21,1.35590733333,0.1309,2.0,0.607503583453,3.2,227,0.80018
12000,8.54,1,21,1.28795466667,0.1309,2.0,0.60250341678,2.82666666667,228,0.799766666667
12150,6.626666666666667,1,21,1.41821066667,0.1529,2.0,0.597503250108,2.5,229,0.787452666667
12300,6.873333333333333,1,21,1.37700066667,0.1309,2.0,0.592503083436,2.83333333333,230,0.787452666667
12450,8.213333333333333,1,21,1.28005866667,0.1309,2.0,0.587502916764,2.67333333333,231,0.782072
12600,7.1,1,21,1.390984,0.1309,2.0,0.582502750091,2.59333333333,232,0.782072
12750,6.386666666666667,1,21,1.42846866667,0.1529,2.0,0.577502583419,2.51333333333,233,0.788738666667
12900,6.886666666666667,1,21,1.35912933333,0.1309,2.0,0.572502416747,2.55333333333,234,0.800786
13050,7.14,1,21,1.35173666667,0.1309,2.0,0.567502250075,2.52,235,0.812833333333
13200,6.793333333333333,1,21,1.367036,0.1309,2.0,0.562502083403,2.7,236,0.824880666667
13350,6.193333333333333,1,21,1.53071733333,0.1309,2.0,0.55750191673,2.76666666667,237,0.8195
13500,7.073333333333333,1,21,1.401286,0.1929,2.0,0.552501750058,2.71333333333,238,0.8195
13650,6.726666666666667,1,21,1.42923866667,0.1929,2.0,0.547501583386,2.72,239,0.807039333333
13800,7.013333333333334,1,21,1.34575,0.1309,2.0,0.542501416714,2.63333333333,240,0.807039333333
13950,6.14,1,21,1.44294133333,0.1309,2.0,0.537501250041,3.02666666667,241,0.807039333333
14100,6.626666666666667,1,21,1.427642,0.1309,2.0,0.532501083369,2.9,242,0.801245333333
14250,6.286666666666667,1,21,1.44666666667,1.0,2.0,0.527500916697,2.91333333333,243,0.807912
14400,6.166666666666667,1,21,1.44359133333,0.1529,2.0,0.522500750025,2.34666666667,244,0.807912
14550,5.833333333333333,1,21,1.495492,0.1309,2.0,0.517500583352,2.83333333333,245,0.802118
14700,5.906666666666666,1,21,1.49651133333,0.1309,2.0,0.51250041668,2.70666666667,246,0.802531333333
14850,5.62,1,21,1.520516,0.1529,2.0,0.507500250008,3.09333333333,247,0.802531333333
15000,6.173333333333333,1,21,1.42487733333,0.1529,2.0,0.502500083336,2.83333333333,248,0.797150666667
15150,5.753333333333333,1,21,1.508972,0.1529,2.0,0.497499916664,2.83333333333,249,0.796737333333
15300,5.2,1,18,1.54,1.0,2.0,0.492499749991,2.77333333333,250,0.796737333333
15450,6.206666666666667,1,21,1.44676933333,0.1309,2.0,0.487499583319,2.74,251,0.809198
15600,6.44,1,21,1.436778,0.1309,2.0,0.482499416647,2.46,252,0.803404
15750,5.54,1,21,1.46303133333,0.1309,2.0,0.477499249975,2.71333333333,253,0.803817333333
15900,4.96,1,20,1.59333333333,1.0,2.0,0.472499083302,2.82,254,0.809198
16050,5.133333333333334,1,21,1.54882533333,0.1309,2.0,0.46749891663,3.0,255,0.814992
16200,6.053333333333334,1,21,1.516008,0.1309,2.0,0.462498749958,2.64666666667,256,0.802531333333
16350,5.3133333333333335,1,19,1.50666666667,1.0,2.0,0.457498583286,2.55333333333,257,0.795864666667
16500,5.06,1,21,1.56753933333,0.1309,2.0,0.452498416614,2.83333333333,258,0.795451333333
16650,4.92,1,21,1.56087266667,0.1309,2.0,0.447498249941,2.55333333333,259,0.795451333333
16800,5.653333333333333,1,21,1.48882533333,0.1309,2.0,0.442498083269,2.42,260,0.782990666667
16950,4.766666666666667,1,17,1.59333333333,1.0,2.0,0.437497916597,2.54,261,0.782577333333
17100,5.5,1,20,1.50666666667,1.0,2.0,0.432497749925,2.72666666667,262,0.782577333333
17250,4.933333333333334,1,21,1.56,1.0,2.0,0.427497583252,2.56666666667,263,0.795038
17400,4.953333333333333,1,21,1.53563866667,0.1529,2.0,0.42249741658,3.00666666667,264,0.795038
17550,5.1066666666666665,1,20,1.53333333333,1.0,2.0,0.417497249908,2.71333333333,265,0.789244
17700,4.533333333333333,1,21,1.61333333333,1.0,2.0,0.412497083236,2.89333333333,266,0.795038
17850,4.72,1,21,1.61435266667,0.1529,2.0,0.407496916564,2.46,267,0.800418666667
18000,4.746666666666667,1,21,1.58666666667,1.0,2.0,0.402496749891,2.3,268,0.807085333333
18150,5.506666666666667,1,20,1.54666666667,1.0,2.0,0.397496583219,2.64666666667,269,0.807085333333
18300,5.073333333333333,1,18,1.52,1.0,2.0,0.392496416547,2.48,270,0.812879333333
18450,4.64,1,19,1.58666666667,1.0,2.0,0.387496249875,2.5,271,0.819546
18600,4.693333333333333,1,19,1.55333333333,1.0,2.0,0.382496083202,2.29333333333,272,0.819132666667
18750,4.713333333333333,1,21,1.54666666667,1.0,2.0,0.37749591653,2.68666666667,273,0.819132666667
18900,4.933333333333334,1,16,1.52666666667,1.0,2.0,0.372495749858,2.58666666667,274,0.824926666667
19050,4.613333333333333,1,21,1.63333333333,1.0,2.0,0.367495583186,2.79333333333,275,0.819132666667
19200,4.133333333333334,1,16,1.66666666667,1.0,2.0,0.362495416513,2.59333333333,276,0.813338666667
19350,4.7,1,16,1.51333333333,1.0,2.0,0.357495249841,2.45333333333,277,0.813338666667
19500,4.58,1,17,1.57333333333,1.0,2.0,0.352495083169,2.56,278,0.818719333333
19650,4.333333333333333,1,16,1.6,1.0,2.0,0.347494916497,2.78,279,0.806258666667
19800,4.18,1,19,1.64666666667,1.0,2.0,0.342494749825,2.81333333333,280,0.793798
19950,4.306666666666667,1,15,1.65333333333,1.0,2.0,0.337494583152,2.78666666667,281,0.799592
20100,3.966666666666667,1,21,1.70795266667,0.1929,2.0,0.33249441648,2.78,282,0.787131333333
20250,4.48,1,18,1.58,1.0,2.0,0.327494249808,2.82666666667,283,0.787131333333
20400,4.446666666666666,1,15,1.57333333333,1.0,2.0,0.322494083136,2.80666666667,284,0.775084
20550,4.1466666666666665,1,21,1.66,1.0,2.0,0.317493916463,2.87333333333,285,0.781750666667
20700,4.14,1,14,1.62666666667,1.0,2.0,0.312493749791,3.11333333333,286,0.793798
20850,3.8333333333333335,1,16,1.68,1.0,2.0,0.307493583119,2.79333333333,287,0.806258666667
21000,4.12,1,16,1.67333333333,1.0,2.0,0.302493416447,2.26666666667,288,0.806258666667
21150,3.9266666666666667,1,13,1.63333333333,1.0,2.0,0.297493249775,3.17333333333,289,0.812925333333
21300,4.046666666666667,1,13,1.64,1.0,2.0,0.292493083102,2.74666666667,290,0.812925333333
21450,3.8,1,14,1.68,1.0,2.0,0.28749291643,2.76666666667,291,0.825386
21600,3.94,1,15,1.64666666667,1.0,2.0,0.282492749758,2.84666666667,292,0.825386
21750,4.113333333333333,1,20,1.66666666667,1.0,2.0,0.277492583086,2.99333333333,293,0.813338666667
21900,3.96,1,21,1.62795266667,0.1929,2.0,0.272492416413,2.61333333333,294,0.806672
22050,4.026666666666666,1,17,1.62666666667,1.0,2.0,0.267492249741,2.80666666667,295,0.806672
22200,3.82,1,18,1.64666666667,1.0,2.0,0.262492083069,2.88666666667,296,0.800005333333
22350,3.84,1,12,1.68666666667,1.0,2.0,0.257491916397,2.68666666667,297,0.800005333333
22500,3.58,1,13,1.68666666667,1.0,2.0,0.252491749725,2.78,298,0.794211333333
22650,3.8666666666666667,1,13,1.66,1.0,2.0,0.247491583052,2.62666666667,299,0.806672
22800,3.7666666666666666,1,14,1.66666666667,1.0,2.0,0.24249141638,2.48,300,0.812466
22950,3.8666666666666667,1,11,1.63333333333,1.0,2.0,0.237491249708,2.7,301,0.824926666667
23100,3.533333333333333,1,16,1.72,1.0,2.0,0.232491083036,2.46,302,0.824926666667
23250,3.506666666666667,1,18,1.78,1.0,2.0,0.227490916363,2.60666666667,303,0.830720666667
23400,3.44,1,10,1.74,1.0,2.0,0.222490749691,2.56666666667,304,0.830720666667
23550,3.1666666666666665,1,12,1.79333333333,1.0,2.0,0.217490583019,2.91333333333,305,0.842768
23700,3.74,1,16,1.68666666667,1.0,2.0,0.212490416347,3.12,306,0.842768
23850,3.56,1,11,1.72,1.0,2.0,0.207490249675,2.9,307,0.848562
24000,3.3133333333333335,1,11,1.74666666667,1.0,2.0,0.202490083002,2.74,308,0.848708666667
24150,3.1133333333333333,1,9,1.79333333333,1.0,2.0,0.19748991633,2.79333333333,309,0.848708666667
24300,3.3733333333333335,1,12,1.74666666667,1.0,2.0,0.192489749658,2.68,310,0.848708666667
24450,3.3466666666666667,1,10,1.77333333333,1.0,2.0,0.187489582986,2.89333333333,311,0.854502666667
24600,3.44,1,11,1.74666666667,1.0,2.0,0.182489416313,2.54666666667,312,0.848708666667
24750,3.12,1,9,1.81333333333,1.0,2.0,0.177489249641,2.40666666667,313,0.848708666667
24900,2.8666666666666667,1,8,1.82,1.0,2.0,0.172489082969,2.69333333333,314,0.854502666667
25050,3.36,1,11,1.76666666667,1.0,2.0,0.167488916297,2.67333333333,315,0.854502666667
25200,3.1,1,10,1.82666666667,1.0,2.0,0.162488749625,2.34666666667,316,0.854502666667
25350,2.9266666666666667,1,10,1.8,1.0,2.0,0.157488582952,2.44666666667,317,0.854356
25500,3.28,1,12,1.78666666667,1.0,2.0,0.15248841628,2.89333333333,318,0.86015
25650,3.3133333333333335,1,9,1.76,1.0,2.0,0.147488249608,2.76,319,0.86015
25800,3.026666666666667,1,9,1.84,1.0,2.0,0.142488082936,2.95333333333,320,0.86015
25950,3.046666666666667,1,11,1.81333333333,1.0,2.0,0.137487916263,2.66666666667,321,0.872610666667
26100,3.046666666666667,1,10,1.79333333333,1.0,2.0,0.132487749591,3.0,322,0.872757333333
26250,3.12,1,10,1.75333333333,1.0,2.0,0.127487582919,2.64666666667,323,0.872757333333
26400,3.2,1,13,1.78,1.0,2.0,0.122487416247,2.4,324,0.872757333333
26550,3.06,1,9,1.8,1.0,2.0,0.117487249575,2.82,325,0.872757333333
26700,2.973333333333333,1,10,1.84666666667,1.0,2.0,0.112487082902,2.66666666667,326,0.872344
26850,3.02,1,10,1.82,1.0,2.0,0.10748691623,2.78666666667,327,0.872344
27000,3.06,1,8,1.81333333333,1.0,2.0,0.102486749558,2.95333333333,328,0.865677333333
27150,2.72,1,8,1.88666666667,1.0,2.0,0.1,2.70666666667,329,0.871058
27300,3.08,1,8,1.82,1.0,2.0,0.1,2.73333333333,330,0.871058
27450,2.7666666666666666,1,9,1.85333333333,1.0,2.0,0.1,2.88,331,0.865264
27600,3.1066666666666665,1,8,1.81333333333,1.0,2.0,0.1,2.82,332,0.870644666667
27750,2.72,1,8,1.85333333333,1.0,2.0,0.1,2.56666666667,333,0.876292
27900,3.24,1,11,1.81333333333,1.0,2.0,0.1,2.5,334,0.863978
28050,3.1266666666666665,1,9,1.77333333333,1.0,2.0,0.1,2.57333333333,335,0.863978
28200,2.9266666666666667,1,9,1.83333333333,1.0,2.0,0.1,2.62,336,0.869358666667
28350,3.1133333333333333,1,12,1.81333333333,1.0,2.0,0.1,2.58666666667,337,0.869358666667
28500,3.033333333333333,1,9,1.81333333333,1.0,2.0,0.1,2.82,338,0.856898
28650,2.6466666666666665,1,8,1.87333333333,1.0,2.0,0.1,2.82,339,0.856898
28800,2.8066666666666666,1,8,1.84,1.0,2.0,0.1,2.44666666667,340,0.856898
28950,2.7,1,6,1.86,1.0,2.0,0.1,3.05333333333,341,0.856898
29100,2.98,1,10,1.85333333333,1.0,2.0,0.1,2.66,342,0.856898
29250,3.06,1,15,1.80666666667,1.0,2.0,0.1,2.72666666667,343,0.850231333333
29400,3.066666666666667,1,13,1.82666666667,1.0,2.0,0.1,2.47333333333,344,0.849964666667
29550,3.1,1,9,1.78,1.0,2.0,0.1,2.49333333333,345,0.837504
29700,2.8933333333333335,1,12,1.87333333333,1.0,2.0,0.1,2.42,346,0.843298
29850,2.7933333333333334,1,9,1.84,1.0,2.0,0.1,2.95333333333,347,0.836631333333
30000,2.66,1,7,1.85333333333,1.0,2.0,0.1,2.60666666667,348,0.842012
30150,2.9066666666666667,1,7,1.84666666667,1.0,2.0,0.1,2.82666666667,349,0.847806
30300,2.7466666666666666,1,8,1.86666666667,1.0,2.0,0.1,2.50666666667,350,0.860266666667
30450,2.86,1,9,1.86666666667,1.0,2.0,0.1,2.62,351,0.865647333333
30600,2.7466666666666666,1,10,1.85333333333,1.0,2.0,0.1,2.84666666667,352,0.871441333333
30750,2.9466666666666668,1,10,1.84666666667,1.0,2.0,0.1,2.94,353,0.878108
30900,3.1533333333333333,1,10,1.79333333333,1.0,2.0,0.1,2.48666666667,354,0.878521333333
31050,2.8666666666666667,1,8,1.84666666667,1.0,2.0,0.1,3.18666666667,355,0.873140666667
31200,2.9133333333333336,1,9,1.82666666667,1.0,2.0,0.1,2.78666666667,356,0.866474
31350,3.38,1,9,1.72666666667,1.0,2.0,0.1,3.03333333333,357,0.866740666667
31500,2.9266666666666667,1,9,1.86666666667,1.0,2.0,0.1,2.44666666667,358,0.867154
31650,2.94,1,7,1.80666666667,1.0,2.0,0.1,3.14,359,0.872534666667
31800,2.8333333333333335,1,10,1.84666666667,1.0,2.0,0.1,2.83333333333,360,0.865868
31950,3.0733333333333333,1,10,1.80666666667,1.0,2.0,0.1,2.70666666667,361,0.865868
32100,3.1666666666666665,1,9,1.84666666667,1.0,2.0,0.1,2.58,362,0.859201333333
32250,2.8666666666666667,1,10,1.84666666667,1.0,2.0,0.1,2.69333333333,363,0.852534666667
32400,3.1533333333333333,1,11,1.8,1.0,2.0,0.1,2.3,364,0.847154
32550,2.6933333333333334,1,9,1.86,1.0,2.0,0.1,2.82666666667,365,0.84136
32700,2.6933333333333334,1,9,1.9,1.0,2.0,0.1,3.28666666667,366,0.840946666667
32850,2.76,1,8,1.87333333333,1.0,2.0,0.1,2.73333333333,367,0.840946666667
33000,3.14,1,13,1.76666666667,1.0,2.0,0.1,2.28666666667,368,0.83428
33150,2.8733333333333335,1,8,1.83333333333,1.0,2.0,0.1,2.98,369,0.834693333333
33300,2.96,1,10,1.82666666667,1.0,2.0,0.1,2.84,370,0.822646
33450,3.06,1,11,1.82666666667,1.0,2.0,0.1,2.96666666667,371,0.823059333333
33600,3.32,1,9,1.77333333333,1.0,2.0,0.1,2.69333333333,372,0.822646
33750,2.973333333333333,1,10,1.82,1.0,2.0,0.1,2.8,373,0.816852
33900,2.7533333333333334,1,10,1.87333333333,1.0,2.0,0.1,2.88,374,0.811058
34050,2.7466666666666666,1,8,1.88,1.0,2.0,0.1,2.52666666667,375,0.816438666667
34200,2.94,1,10,1.84,1.0,2.0,0.1,2.72,376,0.816438666667
34350,2.8333333333333335,1,8,1.86,1.0,2.0,0.1,2.71333333333,377,0.810644666667
34500,2.88,1,8,1.86666666667,1.0,2.0,0.1,2.62,378,0.823105333333
34650,2.8266666666666667,1,7,1.84666666667,1.0,2.0,0.1,3.10666666667,379,0.828752666667
34800,3.0,1,8,1.79333333333,1.0,2.0,0.1,2.46666666667,380,0.828752666667
34950,3.2666666666666666,1,17,1.8,1.0,2.0,0.1,2.44,381,0.828339333333
35100,3.006666666666667,1,10,1.80666666667,1.0,2.0,0.1,2.46,382,0.828339333333
35250,2.8066666666666666,1,10,1.81333333333,1.0,2.0,0.1,2.79333333333,383,0.821672666667
35400,3.28,1,11,1.81333333333,1.0,2.0,0.1,2.17333333333,384,0.809212
35550,2.7333333333333334,1,11,1.87333333333,1.0,2.0,0.1,3.16666666667,385,0.796751333333
35700,2.8533333333333335,1,9,1.82,1.0,2.0,0.1,2.94666666667,386,0.790084666667
35850,2.7,1,6,1.88666666667,1.0,2.0,0.1,2.47333333333,387,0.789671333333
36000,3.006666666666667,1,10,1.80666666667,1.0,2.0,0.1,2.41333333333,388,0.783877333333
36150,2.88,1,10,1.84,1.0,2.0,0.1,2.35333333333,389,0.796338
36300,2.966666666666667,1,9,1.82666666667,1.0,2.0,0.1,3.08666666667,390,0.802132
36450,2.8533333333333335,1,7,1.90666666667,1.0,2.0,0.1,2.80666666667,391,0.814179333333
36600,3.02,1,10,1.80666666667,1.0,2.0,0.1,2.81333333333,392,0.814179333333
36750,3.046666666666667,1,9,1.86666666667,1.0,2.0,0.1,2.92,393,0.801718666667
36900,2.82,1,11,1.86,1.0,2.0,0.1,2.79333333333,394,0.796071333333
37050,3.0,1,9,1.83333333333,1.0,2.0,0.1,2.83333333333,395,0.801865333333
37200,2.9,1,10,1.82666666667,1.0,2.0,0.1,2.75333333333,396,0.807246
37350,3.1733333333333333,1,8,1.77333333333,1.0,2.0,0.1,2.71333333333,397,0.801452
37500,2.94,1,12,1.83333333333,1.0,2.0,0.1,2.49333333333,398,0.801185333333
37650,2.82,1,10,1.85333333333,1.0,2.0,0.1,2.62666666667,399,0.801185333333
37800,3.12,1,12,1.8,1.0,2.0,0.1,2.81333333333,400,0.795804666667
37950,2.9466666666666668,1,10,1.84,1.0,2.0,0.1,2.70666666667,401,0.789138
38100,2.993333333333333,1,11,1.86666666667,1.0,2.0,0.1,2.56,402,0.794932
38250,2.8333333333333335,1,9,1.86666666667,1.0,2.0,0.1,2.85333333333,403,0.800312666667
38400,2.84,1,12,1.84666666667,1.0,2.0,0.1,2.74,404,0.794665333333
38550,2.7533333333333334,1,8,1.85333333333,1.0,2.0,0.1,2.6,405,0.794665333333
38700,2.8,1,8,1.83333333333,1.0,2.0,0.1,2.64666666667,406,0.800459333333
38850,2.7266666666666666,1,8,1.91333333333,1.0,2.0,0.1,2.94666666667,407,0.800459333333
39000,2.966666666666667,1,8,1.82,1.0,2.0,0.1,2.7,408,0.806253333333
39150,2.993333333333333,1,10,1.82,1.0,2.0,0.1,2.79333333333,409,0.80584
39300,2.8733333333333335,1,11,1.85333333333,1.0,2.0,0.1,2.61333333333,410,0.811634
39450,3.1533333333333333,1,14,1.83333333333,1.0,2.0,0.1,2.54,411,0.824094666667
39600,2.7733333333333334,1,8,1.84,1.0,2.0,0.1,2.62666666667,412,0.823681333333
39750,3.033333333333333,1,8,1.78,1.0,2.0,0.1,2.9,413,0.817014666667
39900,3.06,1,9,1.82,1.0,2.0,0.1,2.85333333333,414,0.829475333333
40050,2.8533333333333335,1,7,1.86,1.0,2.0,0.1,2.7,415,0.835269333333
40200,2.96,1,9,1.82666666667,1.0,2.0,0.1,2.46,416,0.835269333333
40350,2.7933333333333334,1,8,1.85333333333,1.0,2.0,0.1,2.54666666667,417,0.829888666667
40500,2.9133333333333336,1,11,1.88,1.0,2.0,0.1,2.85333333333,418,0.829888666667
40650,2.8133333333333335,1,10,1.85333333333,1.0,2.0,0.1,2.74,419,0.824508
40800,3.0,1,10,1.8,1.0,2.0,0.1,2.74666666667,420,0.819127333333
40950,2.986666666666667,1,11,1.83333333333,1.0,2.0,0.1,2.86666666667,421,0.819127333333
41100,3.013333333333333,1,12,1.80666666667,1.0,2.0,0.1,2.64,422,0.831588
41250,2.8666666666666667,1,12,1.87333333333,1.0,2.0,0.1,3.1,423,0.838254666667
41400,2.94,1,8,1.83333333333,1.0,2.0,0.1,2.74666666667,424,0.844921333333
41550,2.9066666666666667,1,17,1.86666666667,1.0,2.0,0.1,2.60666666667,425,0.845334666667
41700,2.8066666666666666,1,12,1.87333333333,1.0,2.0,0.1,2.62666666667,426,0.851128666667
41850,2.94,1,10,1.84,1.0,2.0,0.1,3.15333333333,427,0.845334666667
42000,3.04,1,8,1.80666666667,1.0,2.0,0.1,2.61333333333,428,0.845334666667
42150,2.7866666666666666,1,6,1.84666666667,1.0,2.0,0.1,2.4,429,0.851128666667
42300,3.0,1,12,1.82666666667,1.0,2.0,0.1,2.61333333333,430,0.851128666667
42450,2.8933333333333335,1,11,1.84666666667,1.0,2.0,0.1,2.79333333333,431,0.851128666667
42600,2.7866666666666666,1,12,1.9,1.0,2.0,0.1,3.19333333333,432,0.856922666667
42750,3.066666666666667,1,9,1.82,1.0,2.0,0.1,2.57333333333,433,0.856922666667
