ep,avg_step,min_step,max_step,avg_rew,min_rew,max_rew,epsilon,action,rolling_averages_eps,rolling_averages
150,16.52,1,21,0.602223333333,0.06545,1.875,0.997516583886,5.08,149,0.602223333333
300,16.713333333333335,1,21,0.542028666667,0.06545,2.0,0.992516417214,5.326666666666667,150,0.602223333333
450,17.48,1,21,0.502581333333,0.06545,1.875,0.987516250542,6.03333333333,151,0.60889
600,17.46,1,21,0.525919666667,0.06545,1.875,0.982516083869,5.96,152,0.615556666667
750,16.213333333333335,1,21,0.587077333333,0.06545,2.0,0.977515917197,5.53333333333,153,0.619913666667
900,16.366666666666667,1,21,0.561786333333,0.06545,2.0,0.972515750525,5.48666666667,154,0.60889
1050,17.766666666666666,1,21,0.513149666667,0.06545,1.875,0.967515583853,6.02666666667,155,0.607033
1200,16.473333333333333,1,21,0.534943333333,0.06545,1.875,0.962515417181,6.12666666667,156,0.600366333333
1350,17.253333333333334,1,21,0.54431,0.06545,1.875,0.957515250508,6.2,157,0.597866333333
1500,17.746666666666666,1,21,0.498394666667,0.06545,1.875,0.952515083836,5.13333333333,158,0.604533
1650,17.773333333333333,1,21,0.501506666667,0.06545,2.0,0.947514917164,6.12,159,0.603699666667
1800,17.586666666666666,1,21,0.506948,0.06545,2.0,0.942514750492,5.94,160,0.614096666667
1950,18.28,1,21,0.464702333333,0.06545,1.875,0.937514583819,6.34666666667,161,0.614096666667
2100,17.433333333333334,1,21,0.501732666667,0.06545,2.0,0.932514417147,5.92666666667,162,0.61417
2250,17.526666666666667,1,21,0.512538333333,0.06545,1.875,0.927514250475,6.1,163,0.617067
2400,16.8,1,21,0.53675,0.06545,1.75,0.922514083803,6.46,164,0.606043333333
2550,17.38,1,21,0.540442333333,0.06545,2.0,0.917513917131,5.84,165,0.602313
2700,16.66,1,21,0.538713,0.06545,1.875,0.912513750458,6.1,166,0.612636666667
2850,16.9,1,21,0.560235333333,0.06545,1.875,0.907513583786,5.24,167,0.612636666667
3000,15.88,1,21,0.597952,0.06545,1.875,0.902513417114,5.59333333333,168,0.612636666667
3150,15.806666666666667,1,21,0.629662333333,0.06545,1.875,0.897513250442,5.93333333333,169,0.614096666667
3300,17.24,1,21,0.535954666667,0.06545,1.875,0.892513083769,5.86666666667,170,0.609739666667
3450,16.14666666666667,1,21,0.614269,0.06545,2.0,0.887512917097,5.1,171,0.608906333333
3600,17.1,1,21,0.539873333333,0.06545,2.0,0.882512750425,5.60666666667,172,0.611596666667
3750,16.386666666666667,1,21,0.561935,0.06545,1.875,0.877512583753,5.84,173,0.606199666667
3900,15.726666666666667,1,21,0.662556,0.06545,2.0,0.87251241708,5.36,174,0.61889
4050,16.28,1,21,0.606187666667,0.06545,1.875,0.867512250408,5.52,175,0.613056666667
4200,15.64,1,21,0.633622333333,0.06545,2.0,0.862512083736,5.9,176,0.617413666667
4350,16.926666666666666,1,21,0.578593666667,0.06545,2.0,0.857511917064,5.51333333333,177,0.613683333333
4500,17.133333333333333,1,21,0.580982333333,0.06545,1.875,0.852511750392,4.69333333333,178,0.609953
4650,16.713333333333335,1,21,0.594032333333,0.06545,1.875,0.847511583719,5.74,179,0.598796
4800,16.86,1,21,0.559411666667,0.06545,2.0,0.842511417047,5.76666666667,180,0.597756
4950,16.96,1,21,0.564348333333,0.06545,1.875,0.837511250375,5.86666666667,181,0.604422666667
5100,16.64,1,21,0.605927333333,0.09645,1.875,0.832511083703,5.7,182,0.605256
5250,16.813333333333333,1,21,0.597224666667,0.06545,2.0,0.82751091703,5.46,183,0.601525666667
5400,16.926666666666666,1,21,0.593460333333,0.06545,2.0,0.822510750358,5.66666666667,184,0.591335333333
5550,16.253333333333334,1,21,0.581968666667,0.06545,1.875,0.817510583686,5.4,185,0.590708666667
5700,16.613333333333333,1,21,0.606039333333,0.06545,1.875,0.812510417014,6.36,186,0.592772333333
